id,title,content,link,url_hash,language,source,category,vector,created_at,updated_at,split_type,cluster_label
234,پێشانگای پۆستەری خوێندکاران لە فاکەڵتیی پەروەردەی جەستەیی و زانستەوەرزشییەکانی زانکۆی کۆیە بەڕێوەچوو,پێشانگای پۆستەری خوێندکارانی قۆناغی چوارەم تایبەت بە پڕۆژەی توێژینەوەیان لە فاکەڵتیی پەروەردەی جەستەیی و زانستە وەرزشییەکانی زانکۆی کۆیە بەڕێوەچوو.,https://koyauniversity.org/ku/node/1327,d9aedcadad23b8b2e9e7961e04a5707b46c359ce836bae3d2f6d9a3b828e4080,ku,Koya University,Education,,,,train,
235,"دوای ساغ کردنەوە و دیجیتاڵکردنی دەستنووسەکانی زانای گەورەی کورد ""مەلای گەورە""  گەڕێندرایەوە زانکۆی کۆیە","دوای ساغ کردنەوە و دیجیتاڵکردنی دەستنووسەکانی زانای گەورەی کورد ""مەلای گەورە""  گەڕێندرایەوە زانکۆی کۆیە",https://koyauniversity.org/ku/node/1326,7fe849a2a72369861e9f10c5812fcf7ba9fc108aa184f9754cd4ff55d97fba37,ku,Koya University,Education,,,,train,
236,پێشانگایەکی تایبەت بە ئۆتۆمبێلی کارەبایی و هایبرێد لە زانکۆی کۆیە کرایەوە,پێشانگایەکی تایبەت بە ئۆتۆمبێلی کارەبایی و هایبرێد لە زانکۆی کۆیە کرایەوە,https://koyauniversity.org/ku/node/1325,84b7d81542bf8730094b7e13bcbdc67b308d05c7cbcccb86b4f7839a8d55b6b8,ku,Koya University,Education,,,,train,
237,پێشانگای پرۆژەی خوێندکارانی زانکۆی کۆیە بەڕێوەچوو," Koya University is located in the city of Koya (Koysinjaq), which is a 1.0 hr drive to the East of the Kurdistan Region capital Erbil (Arbil, Hewlér) in Kurdistan Region of F.R. Iraq. It is on the foothills of a beautiful high mountain. Its campus has been carefully laid out to embrace the beautiful mountainous nature. ",https://koyauniversity.org/ku/node/1324,3fc5b7d7cc81703e38af3439f4da5e1d5a0fae3b2d500a04747c80d9366bc003,ku,Koya University,Education,,,,train,
238,پێشانگای کارسازیی کۆمپانیا نێوخۆیی و جیهانییەکان لە زانکۆی کۆیە بەڕێوەچوو,پێشانگای کارسازیی کۆمپانیا نێوخۆیی و جیهانییەکان لە زانکۆی کۆیە بەڕێوەچوو,https://koyauniversity.org/ku/node/1323,1d23255fc898beb84ad6ee6ebc0ab1d76c414e1ba1cfd455812a6f76d627e2f4,ku,Koya University,Education,,,,train,
239,چالاکی هەڵدانی ڕەشماڵی کوردەواری لە زانکۆی کۆیە بەڕێوەچوو,چالاکی هەڵدانی ڕەشماڵی کوردەواری لە زانکۆی کۆیە بەڕێوەچوو,https://koyauniversity.org/ku/node/1322,5e095c268a6d8e67c389eef50a5ddab9a997102daaee97b1ef869d8bd44e9b32,ku,Koya University,Education,,,,train,
240,"لە ڕێوڕەسمێکی تایبەتدا خوێندکارانی براوەی ""خەڵاتی زانکۆ بۆ پاراستنی ژینگە و بەردەوامیدان"" خەڵاتکران","لە ڕێوڕەسمێکی تایبەتدا خوێندکارانی براوەی ""خەڵاتی زانکۆ بۆ پاراستنی ژینگە و بەردەوامیدان"" خەڵاتکران",https://koyauniversity.org/ku/node/1321,b55b9ccc5cee52d42083dd3fe6c95176c7e6513c2368ec866c41d947619a3881,ku,Koya University,Events,,,,train,
241,"زانکۆی کۆیە بە چەندین چالاکی ساڵڕۆژی ڕاگەیاندنی  ""دەستپێشخەریی زانکۆی سەوز""ی  بەرز ڕاگرت","زانکۆی کۆیە بە چەندین چالاکی ساڵڕۆژی ڕاگەیاندنی  ""دەستپێشخەریی زانکۆی سەوز""ی  بەرز ڕاگرت",https://koyauniversity.org/ku/node/1320,7d8a1eeaa17e6b251f8e69dc14a361d5c471f18207bf508f7648df8fd94ed973,ku,Koya University,Education,,,,train,
242,شاندێکی زانکۆی کۆیە لە دیداری پەرەپێدانی پڕۆگرامی پێداگۆجی بەشداربوون,شاندێکی زانکۆی کۆیە بە سەرپەرشتی یاریدەدەری سەرۆکی زانکۆی کۆیە بۆ کاروباری زانستی و خوێندنی باڵا پ.د هشیار زکی و پێکهاتوو لە م.ی سۆران عمر رشید بەرێوەبەری سەنتەری پێداگۆجی و پەرەپێدانی ئاکادیمیی زانکۆی کۆیە و م.ی. بنار جلال محمد و م. باخان بەختیار محمدامین بەشداربوون لە دیداری پەرەپێدانی پڕۆگرامی پێداگۆجی لە شاری هەولێر.,https://koyauniversity.org/ku/node/1319,d449da05e5eaf57470e93b611f01565055959370d4ca48eecb31ab116066dc47,ku,Koya University,Education,,,,train,
243,دەرچویەکی زانکۆی کۆیە خەڵاتێکی نێودەوڵەتی بواری مافی مرۆڤ وەردەگرێت,دەرچویەکی زانکۆی کۆیە خەڵاتێکی نێودەوڵەتی بواری مافی مرۆڤ وەردەگرێت,https://koyauniversity.org/ku/node/1318,ded66b4d16bb10d707a3572e9b31aece866c4fd4a852090991a54ecfd1359a06,ku,Koya University,Education,,,,train,
244,سێ مامۆستای زانکۆی کۆیە بەشداربوون لە وۆرکشۆپێکی پەرەپێدان بە تواناییەکانی ستافی دامەزراوە ئاکادیمییەکان,"سێ مامۆستای زانکۆی کۆیە بە ناوەکانی م.ی سۆران عمر ڕەشید، م.ی ڕێبین نورالدین کاکەامین و م.ی ژینۆ جوهر ابوبکر بەشداربوون لە وۆرکشۆپی پەرەپێدانی تواناییەکانی ستاف کە وەک بەشێک لە دەستپێشخەریی ""CoCreateMyCity"" ی کۆمپانیای ویدۆ بەڕێوەچوو.",https://koyauniversity.org/ku/node/1317,f3e2afbe3476ae10fabb9c0af701c686318cb118041bac5b3c8200fab91bcdc2,ku,Koya University,Education,,,,train,
245,سەرۆکی زانکۆی کۆیە پێشوازی لە کۆنسۆڵی گشتیی شانشینی هۆلەندا لە هەرێمی کوردستان کرد,سەرۆکی زانکۆی کۆیە پێشوازی لە کۆنسۆڵی گشتیی شانشینی هۆلەندا لە هەرێمی کوردستان کرد,https://koyauniversity.org/ku/node/1316,5adb2cd3c4b5805b3ceb5da6f1400a712113ad2334dc6cf876ca2e1c5631d581,ku,Koya University,Education,,,,train,
246,"بە ئامادەبوونی سەرۆکی زانکۆی کۆیە مەڕاسیمی کۆتاییی ""خولی پەرەپێدانی تواناکانی لاوان"" بەڕێوەچوو","سەنتەری پەرەپێدانی کاری زانکۆی کۆیە بەهاوئاهەنگی لەگەڵ ڕێکخراوی ئازادیی لاوانی کوردستان خولێکی تایبەتی بۆ خوێندکاران و لاوان بەناونیشانی ""خولی پەرەپێدانی تواناکانی لاوان"" لە زانکۆی کۆیە بەڕێوەبرد و لە مەڕاسیمێکدا بڕوانامەی بەشداریکردن بەسەر بەشداربووان دابەش کرا.",https://koyauniversity.org/ku/node/1315,b7c58f8ca5063fd7b91b8d6528d49f615b1800db9ea4668e24f9b3d22d38dd16,ku,Koya University,Education,,,,train,
247,دیبەیتی توێژینەوەی زانستیی خوێندکارانی قۆناغی سێیەمی بەشی کلینیکاڵ سایکۆلۆژی لە زانکۆی کۆیە بەڕێوەچوو,"دیبەیتی سێیەمی توێژینەوەی زانستیی خوێندکارانی قۆناغی سێیەمی بەشی کلینیکاڵ سایکۆلۆژی بەناونیشانی ""بەردەوامیی ڕێگای زانستیی خوالێخۆشبوو د. ئازاد عەلی"" بەرێوەچوو.",https://koyauniversity.org/ku/node/1314,5ba6a74784b3c056e7313188dd9d21e1c173ad22d296dff1992cbccdbbe34541,ku,Koya University,Education,,,,train,
248,"وۆرکشۆپی ""ژیریی دەستکرد لە هەموو سێکتەرە جیاوازەکانی ژیاندا"" لە زانکۆی کۆیە بەڕێوەچوو","ڕاگرایەتیی سەنتەرەکانی توێژینەوە و پەرەپێدانی زانکۆی کۆیە وۆرکشۆپێکی بەناونیشانی ""ژیریی دەستکرد لە هەموو سێکتەرە جیاوازەکانی ژیاندا"" بەڕێوەبرد.",https://koyauniversity.org/ku/node/1313,184eabdca1b5eace4119e6a9b31107038b8e1d7c6225bd39dcd00b26976f9188,ku,Koya University,Education,,,,train,
249,یاریی کۆتاییی خولەکانی تێنسی سەرمێز و تۆپی بالە لە زانکۆی کۆیە بەڕێوەچوو,یاریی کۆتاییی خولەکانی تێنسی سەرمێز و تۆپی بالە لە زانکۆی کۆیە بەڕێوەچوو,https://koyauniversity.org/ku/node/1312,30372d0da2c7769b8622c695771b8a1cecf008d0a2e669d70192b32a2b6155db,ku,Koya University,Education,,,,train,
250,"قۆناغی دووەمی ""خەڵاتی زانکۆ بۆ پاراستنی ژینگە و بەردەوامیدان"" دەستی پێکرد","قۆناغی دووەمی ""خەڵاتی زانکۆ"" و ناساندنی  پڕۆژەی خوێندکاران لە بوارەکانی ژینگەپارێزی و گەشەپێدانی بەردەوام دەستی پێکرد",https://koyauniversity.org/ku/node/1311,52e965080115eb9f24c14c872dc77cf08e1deb7f9a1ae04f75e4813841b9df01,ku,Koya University,Events,,,,train,
251,"دیداری زانستیی ""قوبادی جەلیزادە"" لە زانکۆی کۆیە بەڕێوەچوو","سەنتەری ""مەلای گەورە"" سەر بە ڕاگرایەتیی سەنتەرەکانی توێژینەوە و پەرەپێدان لە زانکۆی کۆیە دیداری زانستیی ""قوبادی جەلیزادە""ی بەناونیشانی ""قوبادی جەلیزادە"" شاعیری پێشەنگ و نوێکار بەڕێوەبرد.",https://koyauniversity.org/ku/node/1310,3c52ef7d3e55ed5273e151cc4ea1f2bc2b51cecd158514c7438c9de4b508ca40,ku,Koya University,Education,,,,train,
252,سەرۆکی زانکۆی کۆیە پێشوازی لە کۆنسۆڵی گشتیی بەریتانیا  لە هەرێمی کوردستان کرد,سەرۆکی زانکۆی کۆیە پێشوازی لە کۆنسۆڵی گشتیی بەریتانیا  لە هەرێمی کوردستان کرد,https://koyauniversity.org/ku/node/1309,68ebd4706e22be211ba7f17ab5197ade16b556ac8987282499e9e6818d063e72,ku,Koya University,Education,,,,train,
253,"وۆرکشۆپێک دەربارەی ""ئەنفال""ی کورد لە باشووری کوردستان لە زانکۆی کۆیە بەڕێوەچوو","وۆرکشۆپێک دەربارەی ""ئەنفال""ی کورد لە باشووری کوردستان لە زانکۆی کۆیە بەڕێوەچوو",https://koyauniversity.org/ku/node/1308,44bbb808191bdfaa5e8d67a9b375a4347d3af111c31c055e3a51c2a1dbe894f0,ku,Koya University,Education,,,,train,
254,وۆرکشۆپێک لە فاکەڵتیی زانستەمرۆڤایەتی و کۆمەڵایەتییەکانی زانکۆی کۆیە بەڕێوەچوو,"وۆرکشۆپێک بەناونیشانی ""هەڵەباوەکانی خوێندکارانی خوێندنی باڵا لە نووسینی ماستەرنامە و تێزی دکتۆرا"" لە فاکەڵتیی زانستەمرۆڤایەتی و کۆمەڵایەتییەکانی زانکۆی کۆیە بەڕێوەچوو.",https://koyauniversity.org/ku/node/1307,75a085851a24b42728cbc79d90f6e35f3597bce2a3620b6d18973ca67eac18b7,ku,Koya University,Education,,,,train,
255,سەنتەری توێژینەوەی پزیشکی سیمپۆزیۆمێکی بۆ خوێندکارانی فاکەڵتیی پزیشکیی زانکۆی کۆیە بەڕێوەبرد,سەنتەری توێژینەوەی پزیشکی سەر بە ڕاگرایەتیی سەنتەرەکانی توێژینەوە و پەرەپێدانی زانکۆی کۆیە سیمپۆزیۆمێکی بۆ خوێندکارانی فاکەڵتیی پزیشکی بەڕێوەبرد.,https://koyauniversity.org/ku/node/1306,30001c3252ec2a154e16390be861ce4bdddbf0cee360b570f056f3fbae28ef08,ku,Koya University,Education,,,,train,
256,خولێکی هۆشیاری بۆ بەرەنگاریی دژی ماددەهۆشبەرەکان بۆ خانمانی پۆلیسی بەشەناوخۆییەکانی زانکۆی کۆیە بەڕێوەچوو,خولێکی هۆشیاری بۆ بەرەنگاریی دژی ماددەهۆشبەرەکان بۆ خانمانی پۆلیسی بەشەناوخۆییەکانی زانکۆی کۆیە بەڕێوەچوو,https://koyauniversity.org/ku/node/1305,c839be10669d30b35bb6339b0d1def45ab7c41338143a8e343d5d9e997ff4f92,ku,Koya University,Education,,,,train,
257,"تێزی دکتۆرای ""علی عبدالرحمن خدر"" لە فاکەڵتیی پەروەردەی زانکۆی کۆیە گفتوگۆ کرا","تێزی دکتۆرای ""علی عبدالرحمن خدر"" لە فاکەڵتیی پەروەردەی زانکۆی کۆیە گفتوگۆ کرا",https://koyauniversity.org/ku/node/1304,0c642c2ac1a934977f389a9c57fc6257d5534e63f4dc0c590f69ea14679b3829,ku,Koya University,Education,,,,train,
258,"وۆرکشۆپی ""کاریگەریی ژن لەسەر ڕەوتی حوکمڕانی لەو مێژوودا"" لە زانکۆی کۆیە بەڕێوەچوو","وۆرکشۆپی ""کاریگەریی ژن لەسەر ڕەوتی حوکمڕانی لەو مێژوودا"" لە زانکۆی کۆیە بەڕێوەچوو",https://koyauniversity.org/ku/node/1303,c98b4a3707df28348fa7abe12a6725f28992113bf3e81d729c7edb4ef28d7b41,ku,Koya University,Education,,,,train,
259,"تێزی دکتۆرای ""گەشە دارا جەلال"" لە فاکەڵتیی زانستەمرۆڤایەتی و کۆمەڵایەتییەکانی زانکۆی کۆیە گفتوگۆ کرا","تێزی دکتۆرای ""گەشە دارا جەلال"" لە فاکەڵتیی زانستەمرۆڤایەتی و کۆمەڵایەتییەکانی زانکۆی کۆیە گفتوگۆ کرا",https://koyauniversity.org/ku/node/1302,b4fdd2f18c7c11fab00786004ef8487044d5429bcc615464fc334b7d724b1461,ku,Koya University,Education,,,,train,
260,"تێزی دکتۆرای ""حکیم ابوبکر علی"" لە فاکەڵتیی پەروەردەی زانکۆی کۆیە گفتوگۆ کرا","تێزی دکتۆرای ""حکیم ابوبکر علی"" لە بواری پەروەردەی ئایینی بەناونیشانی ""جهود علماء الکورد فی علم الکلام فی الصنف الثانی من القرن التاسع عشر المیلادی فی اقلیم کوردستان العراق"" لە فاکەڵتیی پەروەردەی زانکۆی کۆیە  گفتوگۆ کرا.",https://koyauniversity.org/ku/node/1301,e32616da2adda60f018848eec19f476300ad42a1a83647d137e8baf38b1d6b66,ku,Koya University,Education,,,,train,
261,فیستیڤاڵی خوێندکارانی دەرچووی بەشی ئەندازیاریی دروستکردن و پیشەسازی لە فاکەڵتیی ئەندازیاریی زانکۆی کۆیە بەڕێوەچوو,"فیستیڤاڵی خوێندکارانی دەرچووی بەشی ئەندازیاریی دروستکردن و پیشەسازی لە فاکەڵتیی ئەندازیاریی زانکۆی کۆیە بەناونیشانی "" DMIE Alumni Event "" بە سپۆنسەری کۆمپانیای مایا باتری بەڕێوەچوو.",https://koyauniversity.org/ku/node/1300,96106e755f32623b4c066a81d6b1902a22280661533797b81cab2f23fce47aad,ku,Koya University,Education,,,,train,
262,بەشی زمانی کوردیی زانکۆی کۆیە لە ڕۆژی ڕۆژنامەگەرییی کوردی وۆرکشۆپێکی بەڕێوەبرد,ڕۆژی سێشەممە ٢ی گوڵان(بانەمەڕ)ی ٢٧٢٥ی کوردی بەرانبەر ٢٢ی نیسانی ٢٠٢٥ی زایینی، بەشی زمانی کوردی لە فاکەڵتیی پەروەردەی زانکۆی کۆیە بەمەبەستی بەرزڕاگرتنی ڕۆژی ڕۆژنامەگەرییی کوردی واتە ٢٢ نیسان وۆرکشۆپێکیان بەڕێوەبرد.,https://koyauniversity.org/ku/node/1299,92b8b66dc0dd23c16f0fd3ae437025b62c8cb109a028e65ab28f23e6d1ef7b5b,ku,Koya University,Education,,,,train,
263,ڕێوڕەسمی بەخشینی کتێبخانەی تایبەتی مامۆستا عبدالکریم شێخانی لە زانکۆی کۆیە بەڕێوەچوو,ڕێوڕەسمی بەخشینی کتێبخانەی تایبەتی مامۆستا عبدالکریم شێخانی لە زانکۆی کۆیە بەڕێوەچوو,https://koyauniversity.org/ku/node/1298,196bd7b9b9d0e3cd78b320270a57be081fd0e61c06bb7bbd4508331eb7019045,ku,Koya University,Education,,,,train,
264,خوێندکارانی بەشەکانی ئەندازیاریی شارستانی و ئەندازیاریی جیۆتەکنیکی زانکۆی کۆیە بەشداربوون لە گەورەترین پێشانگای بیرۆکە و داهێنان بۆ پڕۆژە ئەندازیارییەکان,خوێندکارانی بەشەکانی ئەندازیاریی شارستانی و ئەندازیاریی جیۆتەکنیکی زانکۆی کۆیە بەشداربوون لە گەورەترین پێشانگای بیرۆکە و داهێنان بۆ پڕۆژە ئەندازیارییەکان,https://koyauniversity.org/ku/node/1297,91d51d555705b2230fd838b5b332fefb8e53b38f789daaf73122ba5e870b7a2f,ku,Koya University,Education,,,,train,
265,سێ خوێندکاری بەشی ئەندازیاریی نەوتی زانکۆی کۆیە بەشداربوون لە چالاکییەکی نێودەوڵەتی بواری نەوت و گاز لە وڵاتی عومان,سێ خوێندکاری بەشی ئەندازیاریی نەوتی زانکۆی کۆیە بەشداربوون لە چالاکییەکی نێودەوڵەتی بواری نەوت و گاز لە وڵاتی عومان,https://koyauniversity.org/ku/node/1296,dd343d8122b89464e8dfab51a7197fce00f2e8ee0575884497c2503846f8e318,ku,Koya University,Education,,,,train,
266,"خوێندکارێکی خوێندنی باڵای زانکۆی کۆیە توێژینەوەیەکی لە گۆڤاری  ""Cleaner Production"" بڵاوکردەوە","خوێندکارێکی خوێندنی باڵای زانکۆی کۆیە توێژینەوەیەکی لە گۆڤاری  ""Cleaner Production"" بڵاوکردەوە",https://koyauniversity.org/ku/node/1295,a0e8af21a442371ef24ca69130b18ccfe7bfa0c921d086ec3cc065e1e060f865,ku,Koya University,Education,,,,train,
267,"کۆنفڕانسی ""ئاڵنگارییە هاوبەشەکانی گەشەپێدانی بەردەوام لەژێر ڕۆشنایی داتاکانی ژیرییی دەستکرد"" لە زانکۆی کۆیە بەڕێوەچوو","کۆنفڕانسی ""ئاڵنگارییە هاوبەشەکانی گەشەپێدانی بەردەوام لەژێر ڕۆشنایی داتاکانی ژیرییی دەستکرد"" لە زانکۆی کۆیە بەڕێوەچوو",https://koyauniversity.org/ku/node/1294,77a9bea22a094597471053ccfed4a577f3672d6b1ff903bfff664fa99eff230f,ku,Koya University,Education,,,,train,
268,"وۆرکشۆپی ""ڕۆڵی جوگرافیا لە چارەسەرکردنی کێشەکانی کۆمەڵگا"" لە زانکۆی کۆیە بەڕێوەچوو","بەشی جوگرافیا لە فاکەڵتیی پەروەردەی زانکۆی کۆیە وۆرکشۆپێکی بەناونیشانی ""ڕۆڵی جوگرافیا لە چارەسەرکردنی کێشەکانی کۆمەڵگا""  بەڕێوەب",https://koyauniversity.org/ku/node/1293,597491377b7634b16f7208f8120c60a9af4ea586d96aa146c4d496b9ffe25d60,ku,Koya University,Education,,,,train,
269,"بەئامادەبوونی سەرۆکی زانکۆی کۆیە سیمیناری ""خەڵاتی زانکۆ"" بەڕێوەچوو","بەئامادەبوونی سەرۆکی زانکۆی کۆیە سیمیناری ""خەڵاتی زانکۆ"" بەڕێوەچوو",https://koyauniversity.org/ku/node/1292,2c18ebdaec30b10d83d52e64035b38be3482ea57988d7a6cb308f8277b83a2dd,ku,Koya University,Education,,,,train,
270,"تێزی دکتۆرای ""فریاد محمد شریف"" لە فاکەڵتیی ئەندازیاریی زانکۆی کۆیە گفتوگۆ کرا","تێزی دکتۆرای ""فریاد محمد شریف"" بەناونیشانی ""Improving Understanding of Siloxane Surface Behavior to Enhance De-oxygenation of Water Used in Well Injection"" لە بەشی نەوتی فاکەڵتیی ئەندازیاریی زانکۆی کۆیە گفتوگۆ کرا.",https://koyauniversity.org/ku/node/1291,1cf0bfccd900e03d58117db083fefc0995ffc2985264c24f5f3773b6d2f81ba0,ku,Koya University,Education,,,,train,
271,زانکۆی کۆیە خولێکی ڕاهێنانی بۆ خانمانی پۆلیسی بەشەناوخۆییەکان بەڕێوەبرد,زانکۆی کۆیە خولێکی ڕاهێنانی بۆ خانمانی پۆلیسی بەشەناوخۆییەکان بەڕێوەبرد,https://koyauniversity.org/ku/node/1290,07b0f7314279be374211f623d089a7b849ae30ed5734ef1b2ce085995bcc4e23,ku,Koya University,Education,,,,train,
272,سەرۆکی زانکۆی کۆیە لەگەڵ تیمی ڕاگەیاندنی زانکۆ کۆبوویەوە,سەرۆکی زانکۆی کۆیە پ.ی.د محمد حسیب صدیق لەگەڵ تیمی ڕاگەیاندنی زانکۆی کۆیە کۆبوویەوە.,https://koyauniversity.org/ku/node/1289,80d18b1dc5c7080f377eaea452fe2d71fcccd0eee5d76e3acbc1e028e5b8e785,ku,Koya University,Education,,,,train,
273,"سەرۆکی زانکۆی کۆیە پێشوازی لە شاندێکی "" Accelerate India"" کرد","سەرۆکی زانکۆی کۆیە پ.ی.د محمد حسیب صدیق لە سەرۆکایەتیی زانکۆی کۆیە پێشوازی لە شاندێکی "" Accelerate India"" پێکهاتوو لە د. نیها شارما دامەزرێنەر و بەڕێوەبەری "" Accelerate India"" کرد.",https://koyauniversity.org/ku/node/1288,11bbebd5d54e90d7f5bca42cd52cdad88f3cd220c5e9a16806f4df2469c5f88a,ku,Koya University,Education,,,,train,
274,خوێندکارانی بەشی ئەندازیاریی نەوتی زانکۆی کۆیە بەشداربوون لە کۆنفڕانسێکی نێودەوڵەتی,گروپێکی خوێندکارانی بەشی ئەندازیاریی نەوت لە فاکەڵتیی ئەندازیاریی زانکۆی کۆیە بەناوەکانی زلفا جلیل، جیهان محمود و ئایە بەختیار بە توێژینەوەیەک بەشداربوون لە هەشتەمین کۆنفڕانسی نێودەوڵەتیی زانست و ئەندازیاریی ماددەکان لە ڕۆمای پایتەختی وڵاتی ئیتالیا.,https://koyauniversity.org/ku/node/1287,09995b7ba70a59f9fb1bb11f3156d67994448db2977750e22146be185ca8d90b,ku,Koya University,Education,,,,train,
275,مامۆستایەکی زانکۆی کۆیە کتێبێکی بڵاوکردەوە,"پ.د کەیفی ئەحمەد عەبدولقادر مامۆستا لە بەشی زمانی کوردیی فاکەڵتیی پەروەردەی زانکۆی کۆیە کتێبێکی بەناونیشانی "" شانۆ لە کڵاوڕۆژنەی جیاوازەوە"" بڵاوکردەوە.",https://koyauniversity.org/ku/node/1286,6bb0e6e8d33481ad6e40fd6d87516c95d715416d274b860b5a709a3f0433e197,ku,Koya University,Education,,,,train,
276,زانکۆی کۆیە ژمارەی توێژینەوەکانی لە سکۆپەس هەزار توێژینەوەی تێپەڕاند,زانکۆی کۆیە لە ئێستادا خاوەن (١٠٧٧) توێژینەوەی زانستیە کە ئیندێکس کراون لە سکۆپەس بەمەش زانکۆی کۆیە توانی هەنگاوێکی گەورە بەرەوپێشەوە بنێت لە ڕووی ژمارەی ئەو توێژینەوە زانستیانەی ئەنجامیداوە لە بوارە جیاوازەکان کە باوەر پێکراون لە پلاتفۆرمە جیهانیەکان.جێی ئاماژەیە لە کۆی ئەم ژمارەیە (٥٦٨) توێژینەوەی هی ساڵەکانی ٢٠٢٢ بە دواوەن واتە ٥٢ ٪ لەو توێژینەوانەی لە لایەن مامۆستایان و توێژەرانی زانکۆمان ئەنجامدراون و لە سکۆپەس بڵاوکراونەتەوە هی ساڵەکانی ٢٠٢٢ و ٢٠٢٣ و ٢٠٢٤ و ٢٠٢٥ ن کە ساڵی ٢٠٢٥ هێشتان بەردەوامە، وێنەی هاوپێچ ژمارەی توێژینەوەکانە بە پێی ساڵەکان هەروەها وێنەی دووەم رێژەی توێژینەوەکانە بە پێی پسپۆریەکان.,https://koyauniversity.org/ku/node/1285,ba840825d6a1812edae85753d88e0d0819ad9ad5d3b0dd02fa5465d8081b3fbb,ku,Koya University,Education,,,,train,
277,سەرۆکی زانکۆی کۆیە بەشداری لە دیداری نێودەوڵەتی “دیالۆگی  ئیۆرۆ ئاسیا بۆ خوێندنی باڵا و پەروەردە”  دەکات,لەسەر بانگێهشتنامەی بەڕێز سەرۆکی زانکۆی نیشتمانی یارۆسلاڤل پرۆفیسۆر میخائیل گروزدیڤ بەڕێز سەرۆکی زانکۆی کۆیە پ.ی.د محمد حسیب بەشداری لە سیازدەهەمین دیداری نێودەوڵەتی”دیالۆگی ئیۆرۆ ئاسیا بۆ خوێندنی باڵا و پەروەردە” دەکات لە هەرێمی یارۆسلاڤل لە وڵاتی رووسیا.,https://koyauniversity.org/ku/node/1284,8583ceb7a7bc7a9c0ea26722150ef3a5bfc5f822d30f30dd0bb5b1395f4522dd,ku,Koya University,Education,,,,train,
278,مامۆستایەکی زانکۆی کۆیە بەشداریکرد لە کۆنفڕانسێکی نێودەوڵەتی لە وڵاتی ئامریکا,مامۆستایەکی زانکۆی کۆیە بەشداریکرد لە کۆنفڕانسێکی نێودەوڵەتی لە وڵاتی ئامریکا,https://koyauniversity.org/ku/node/1283,b29b8ffc494152f9c0c1becc72af8ec6399e7fe8c75f6475620bacb937d48119,ku,Koya University,Education,,,,train,
279,زانکۆی کۆیە لە نوێترین ڕیزبەندی (Scimago)دا ئاستێکی بەرزی بەدەستهێناوە,بەپێی وەشانی ٢٠٢٥ی دامەزراوەی سایماگۆ بۆ ڕیزبەندی زانکۆکان (SciMago Institution Rankings - 2025 Edition)، زانکۆی کۆیە لە ڕیزبەندییەکە ئاستێکی بەرزی لەسەر ئاستی زانکۆکانی عێراق و زانکۆ حکوومییەکانی کوردستان بەدەستهێناوە.,https://koyauniversity.org/ku/node/1282,f19a17f660262c401944d69c006154267a533b2700ac93a4af1ce5923eaddc97,ku,Koya University,Education,,,,train,
280,سەرۆکی زانکۆی کۆیە سەردانی باڵیۆزخانەی کۆماری عێراق لە وڵاتی  رووسیا دەکات,سەرۆکی زانکۆی کۆیە سەردانی باڵیۆزخانەی کۆماری عێراق لە وڵاتی  رووسیا دەکات,https://koyauniversity.org/ku/node/1281,3c823411957215e36be0b9b34e08aefdd1daf193621b13c0a17b67d82209f803,ku,Koya University,Education,,,,train,
281,سەرۆکی زانکۆی کۆیە لەگەڵ سەرۆکی زانکۆی یارۆسلاڤل و بەرپرسانی حکومی لە هەرێمی یارۆسلاڤل کۆدەبێتەوە,سەرۆکی زانکۆی کۆیە لەگەڵ سەرۆکی زانکۆی یارۆسلاڤل و بەرپرسانی حکومی لە هەرێمی یارۆسلاڤل کۆدەبێتەوە,https://koyauniversity.org/ku/node/1280,926957fcfdaa47e409b44ea52a15c39c42b02d5be90e47462dc15fea3205854d,ku,Koya University,Education,,,,train,
